price,,,,,,,,,,,,,,,,,,,,,,,,zips_by_price
560000,,,,,,,,,,,,,,,,,,,,,,,,60
560000,,,,,,,,,,,,,,,,,,,,,,,,8
204250,,,,,,,,,,,,,,,,,,,,,,,,7
475000,,,,,,,,,,,,,,,,,,,,,,,,29
310000,,,,,,,,,,,,,,,,,,,,,,,,35
410000,,,,,,,,,,,,,,,,,,,,,,,,25
905000,,,,,,,,,,,,,,,,,,,,,,,,68
418000,,,,,,,,,,,,,,,,,,,,,,,,39
356250,,,,,,,,,,,,,,,,,,,,,,,,17
520000,,,,,,,,,,,,,,,,,,,,,,,,24
978500,,,,,,,,,,,,,,,,,,,,,,,,58
1042000,,,,,,,,,,,,,,,,,,,,,,,,29
525000,,,,,,,,,,,,,,,,,,,,,,,,21
715000,,,,,,,,,,,,,,,,,,,,,,,,56
850000,,,,,,,,,,,,,,,,,,,,,,,,62
759950,,,,,,,,,,,,,,,,,,,,,,,,22
580000,,,,,,,,,,,,,,,,,,,,,,,,43
735000,,,,,,,,,,,,,,,,,,,,,,,,53
481000,,,,,,,,,,,,,,,,,,,,,,,,31
450000,,,,,,,,,,,,,,,,,,,,,,,,48
540000,,,,,,,,,,,,,,,,,,,,,,,,50
515000,,,,,,,,,,,,,,,,,,,,,,,,35
822500,,,,,,,,,,,,,,,,,,,,,,,,43
209000,,,,,,,,,,,,,,,,,,,,,,,,14
440000,,,,,,,,,,,,,,,,,,,,,,,,53
325000,,,,,,,,,,,,,,,,,,,,,,,,20
455000,,,,,,,,,,,,,,,,,,,,,,,,47
161500,,,,,,,,,,,,,,,,,,,,,,,,1
1120000,,,,,,,,,,,,,,,,,,,,,,,,31
185000,,,,,,,,,,,,,,,,,,,,,,,,2
477500,,,,,,,,,,,,,,,,,,,,,,,,49
250000,,,,,,,,,,,,,,,,,,,,,,,,1
690000,,,,,,,,,,,,,,,,,,,,,,,,41
414999,,,,,,,,,,,,,,,,,,,,,,,,37
425000,,,,,,,,,,,,,,,,,,,,,,,,23
286000,,,,,,,,,,,,,,,,,,,,,,,,5
690000,,,,,,,,,,,,,,,,,,,,,,,,49
515000,,,,,,,,,,,,,,,,,,,,,,,,54
1517000,,,,,,,,,,,,,,,,,,,,,,,,59
590000,,,,,,,,,,,,,,,,,,,,,,,,62
4500000,,,,,,,,,,,,,,,,,,,,,,,,24
898000,,,,,,,,,,,,,,,,,,,,,,,,69
355000,,,,,,,,,,,,,,,,,,,,,,,,5
425000,,,,,,,,,,,,,,,,,,,,,,,,54
564000,,,,,,,,,,,,,,,,,,,,,,,,38
625000,,,,,,,,,,,,,,,,,,,,,,,,15
305000,,,,,,,,,,,,,,,,,,,,,,,,5
335000,,,,,,,,,,,,,,,,,,,,,,,,38
702500,,,,,,,,,,,,,,,,,,,,,,,,43
468000,,,,,,,,,,,,,,,,,,,,,,,,25
474950,,,,,,,,,,,,,,,,,,,,,,,,33
1400000,,,,,,,,,,,,,,,,,,,,,,,,67
294950,,,,,,,,,,,,,,,,,,,,,,,,24
480000,,,,,,,,,,,,,,,,,,,,,,,,50
333000,,,,,,,,,,,,,,,,,,,,,,,,8
202000,,,,,,,,,,,,,,,,,,,,,,,,2
394000,,,,,,,,,,,,,,,,,,,,,,,,21
761000,,,,,,,,,,,,,,,,,,,,,,,,67
560000,,,,,,,,,,,,,,,,,,,,,,,,39
239950,,,,,,,,,,,,,,,,,,,,,,,,14
588000,,,,,,,,,,,,,,,,,,,,,,,,35
245000,,,,,,,,,,,,,,,,,,,,,,,,17
830000,,,,,,,,,,,,,,,,,,,,,,,,37
399950,,,,,,,,,,,,,,,,,,,,,,,,27
230000,,,,,,,,,,,,,,,,,,,,,,,,29
559950,,,,,,,,,,,,,,,,,,,,,,,,35
440000,,,,,,,,,,,,,,,,,,,,,,,,26
394950,,,,,,,,,,,,,,,,,,,,,,,,2
425000,,,,,,,,,,,,,,,,,,,,,,,,22
750000,,,,,,,,,,,,,,,,,,,,,,,,52
287000,,,,,,,,,,,,,,,,,,,,,,,,9
477500,,,,,,,,,,,,,,,,,,,,,,,,48
740000,,,,,,,,,,,,,,,,,,,,,,,,23
439000,,,,,,,,,,,,,,,,,,,,,,,,29
834000,,,,,,,,,,,,,,,,,,,,,,,,67
510000,,,,,,,,,,,,,,,,,,,,,,,,36
459995,,,,,,,,,,,,,,,,,,,,,,,,35
565000,,,,,,,,,,,,,,,,,,,,,,,,9
665000,,,,,,,,,,,,,,,,,,,,,,,,42
259500,,,,,,,,,,,,,,,,,,,,,,,,10
2888000,,,,,,,,,,,,,,,,,,,,,,,,54
565000,,,,,,,,,,,,,,,,,,,,,,,,52
423800,,,,,,,,,,,,,,,,,,,,,,,,62
359950,,,,,,,,,,,,,,,,,,,,,,,,27
325000,,,,,,,,,,,,,,,,,,,,,,,,46
497000,,,,,,,,,,,,,,,,,,,,,,,,23
510000,,,,,,,,,,,,,,,,,,,,,,,,62
355000,,,,,,,,,,,,,,,,,,,,,,,,55
545000,,,,,,,,,,,,,,,,,,,,,,,,30
1050000,,,,,,,,,,,,,,,,,,,,,,,,66
1400000,,,,,,,,,,,,,,,,,,,,,,,,52
230000,,,,,,,,,,,,,,,,,,,,,,,,11
270000,,,,,,,,,,,,,,,,,,,,,,,,53
1090000,,,,,,,,,,,,,,,,,,,,,,,,56
2400000,,,,,,,,,,,,,,,,,,,,,,,,67
334999,,,,,,,,,,,,,,,,,,,,,,,,30
234500,,,,,,,,,,,,,,,,,,,,,,,,2
430100,,,,,,,,,,,,,,,,,,,,,,,,51
410000,,,,,,,,,,,,,,,,,,,,,,,,38
527500,,,,,,,,,,,,,,,,,,,,,,,,43
262500,,,,,,,,,,,,,,,,,,,,,,,,13
390000,,,,,,,,,,,,,,,,,,,,,,,,32
1035000,,,,,,,,,,,,,,,,,,,,,,,,60
680000,,,,,,,,,,,,,,,,,,,,,,,,43
836000,,,,,,,,,,,,,,,,,,,,,,,,45
605000,,,,,,,,,,,,,,,,,,,,,,,,27
220000,,,,,,,,,,,,,,,,,,,,,,,,2
871000,,,,,,,,,,,,,,,,,,,,,,,,62
625000,,,,,,,,,,,,,,,,,,,,,,,,38
295000,,,,,,,,,,,,,,,,,,,,,,,,7
449888,,,,,,,,,,,,,,,,,,,,,,,,5
582800,,,,,,,,,,,,,,,,,,,,,,,,57
273000,,,,,,,,,,,,,,,,,,,,,,,,6
390000,,,,,,,,,,,,,,,,,,,,,,,,53
930000,,,,,,,,,,,,,,,,,,,,,,,,52
529000,,,,,,,,,,,,,,,,,,,,,,,,38
665000,,,,,,,,,,,,,,,,,,,,,,,,46
340000,,,,,,,,,,,,,,,,,,,,,,,,18
765000,,,,,,,,,,,,,,,,,,,,,,,,39
333000,,,,,,,,,,,,,,,,,,,,,,,,35
760000,,,,,,,,,,,,,,,,,,,,,,,,17
410000,,,,,,,,,,,,,,,,,,,,,,,,41
731000,,,,,,,,,,,,,,,,,,,,,,,,53
725000,,,,,,,,,,,,,,,,,,,,,,,,46
355000,,,,,,,,,,,,,,,,,,,,,,,,21
537000,,,,,,,,,,,,,,,,,,,,,,,,17
276000,,,,,,,,,,,,,,,,,,,,,,,,5
221347,,,,,,,,,,,,,,,,,,,,,,,,15
730000,,,,,,,,,,,,,,,,,,,,,,,,40
430000,,,,,,,,,,,,,,,,,,,,,,,,36
650000,,,,,,,,,,,,,,,,,,,,,,,,11
668500,,,,,,,,,,,,,,,,,,,,,,,,57
848750,,,,,,,,,,,,,,,,,,,,,,,,42
210000,,,,,,,,,,,,,,,,,,,,,,,,27
295000,,,,,,,,,,,,,,,,,,,,,,,,7
990000,,,,,,,,,,,,,,,,,,,,,,,,69
369500,,,,,,,,,,,,,,,,,,,,,,,,32
734000,,,,,,,,,,,,,,,,,,,,,,,,14
405000,,,,,,,,,,,,,,,,,,,,,,,,44
655000,,,,,,,,,,,,,,,,,,,,,,,,58
399950,,,,,,,,,,,,,,,,,,,,,,,,17
425000,,,,,,,,,,,,,,,,,,,,,,,,35
306000,,,,,,,,,,,,,,,,,,,,,,,,31
252000,,,,,,,,,,,,,,,,,,,,,,,,21
302000,,,,,,,,,,,,,,,,,,,,,,,,23
285000,,,,,,,,,,,,,,,,,,,,,,,,10
1940000,,,,,,,,,,,,,,,,,,,,,,,,69
649950,,,,,,,,,,,,,,,,,,,,,,,,22
285000,,,,,,,,,,,,,,,,,,,,,,,,15
677100,,,,,,,,,,,,,,,,,,,,,,,,57
382000,,,,,,,,,,,,,,,,,,,,,,,,50
219950,,,,,,,,,,,,,,,,,,,,,,,,14
459000,,,,,,,,,,,,,,,,,,,,,,,,41
517534,,,,,,,,,,,,,,,,,,,,,,,,36
365000,,,,,,,,,,,,,,,,,,,,,,,,23
310000,,,,,,,,,,,,,,,,,,,,,,,,37
430000,,,,,,,,,,,,,,,,,,,,,,,,27
497950,,,,,,,,,,,,,,,,,,,,,,,,23
716528,,,,,,,,,,,,,,,,,,,,,,,,47
279000,,,,,,,,,,,,,,,,,,,,,,,,10
825000,,,,,,,,,,,,,,,,,,,,,,,,31
165000,,,,,,,,,,,,,,,,,,,,,,,,23
615000,,,,,,,,,,,,,,,,,,,,,,,,45
300000,,,,,,,,,,,,,,,,,,,,,,,,15
184000,,,,,,,,,,,,,,,,,,,,,,,,5
625000,,,,,,,,,,,,,,,,,,,,,,,,37
360000,,,,,,,,,,,,,,,,,,,,,,,,41
260000,,,,,,,,,,,,,,,,,,,,,,,,7
350000,,,,,,,,,,,,,,,,,,,,,,,,21
650000,,,,,,,,,,,,,,,,,,,,,,,,54
380000,,,,,,,,,,,,,,,,,,,,,,,,62
920000,,,,,,,,,,,,,,,,,,,,,,,,45
238000,,,,,,,,,,,,,,,,,,,,,,,,1
350000,,,,,,,,,,,,,,,,,,,,,,,,9
839000,,,,,,,,,,,,,,,,,,,,,,,,69
359950,,,,,,,,,,,,,,,,,,,,,,,,12
322000,,,,,,,,,,,,,,,,,,,,,,,,18
199000,,,,,,,,,,,,,,,,,,,,,,,,14
615000,,,,,,,,,,,,,,,,,,,,,,,,59
265000,,,,,,,,,,,,,,,,,,,,,,,,23
1190000,,,,,,,,,,,,,,,,,,,,,,,,32
338000,,,,,,,,,,,,,,,,,,,,,,,,24
673000,,,,,,,,,,,,,,,,,,,,,,,,49
285000,,,,,,,,,,,,,,,,,,,,,,,,5
605000,,,,,,,,,,,,,,,,,,,,,,,,52
356500,,,,,,,,,,,,,,,,,,,,,,,,8
325000,,,,,,,,,,,,,,,,,,,,,,,,14
257000,,,,,,,,,,,,,,,,,,,,,,,,23
228500,,,,,,,,,,,,,,,,,,,,,,,,20
288000,,,,,,,,,,,,,,,,,,,,,,,,10
479000,,,,,,,,,,,,,,,,,,,,,,,,37
459900,,,,,,,,,,,,,,,,,,,,,,,,46
449500,,,,,,,,,,,,,,,,,,,,,,,,37
769000,,,,,,,,,,,,,,,,,,,,,,,,31
680000,,,,,,,,,,,,,,,,,,,,,,,,39
293500,,,,,,,,,,,,,,,,,,,,,,,,21
203000,,,,,,,,,,,,,,,,,,,,,,,,15
360000,,,,,,,,,,,,,,,,,,,,,,,,6
258000,,,,,,,,,,,,,,,,,,,,,,,,18
245990,,,,,,,,,,,,,,,,,,,,,,,,6
352000,,,,,,,,,,,,,,,,,,,,,,,,9
300000,,,,,,,,,,,,,,,,,,,,,,,,19
430000,,,,,,,,,,,,,,,,,,,,,,,,50
900000,,,,,,,,,,,,,,,,,,,,,,,,61
285000,,,,,,,,,,,,,,,,,,,,,,,,23
353900,,,,,,,,,,,,,,,,,,,,,,,,16
780000,,,,,,,,,,,,,,,,,,,,,,,,69
600000,,,,,,,,,,,,,,,,,,,,,,,,27
447055,,,,,,,,,,,,,,,,,,,,,,,,9
284200,,,,,,,,,,,,,,,,,,,,,,,,15
980000,,,,,,,,,,,,,,,,,,,,,,,,68
469500,,,,,,,,,,,,,,,,,,,,,,,,40
879950,,,,,,,,,,,,,,,,,,,,,,,,60
570000,,,,,,,,,,,,,,,,,,,,,,,,53
550000,,,,,,,,,,,,,,,,,,,,,,,,24
325000,,,,,,,,,,,,,,,,,,,,,,,,11
400000,,,,,,,,,,,,,,,,,,,,,,,,16
1130000,,,,,,,,,,,,,,,,,,,,,,,,60
270000,,,,,,,,,,,,,,,,,,,,,,,,13
232000,,,,,,,,,,,,,,,,,,,,,,,,10
540000,,,,,,,,,,,,,,,,,,,,,,,,33
840000,,,,,,,,,,,,,,,,,,,,,,,,68
1038000,,,,,,,,,,,,,,,,,,,,,,,,69
360000,,,,,,,,,,,,,,,,,,,,,,,,39
210000,,,,,,,,,,,,,,,,,,,,,,,,15
595000,,,,,,,,,,,,,,,,,,,,,,,,60
686000,,,,,,,,,,,,,,,,,,,,,,,,62
331000,,,,,,,,,,,,,,,,,,,,,,,,9
399500,,,,,,,,,,,,,,,,,,,,,,,,25
355000,,,,,,,,,,,,,,,,,,,,,,,,22
420000,,,,,,,,,,,,,,,,,,,,,,,,17
533000,,,,,,,,,,,,,,,,,,,,,,,,34
799500,,,,,,,,,,,,,,,,,,,,,,,,67
800000,,,,,,,,,,,,,,,,,,,,,,,,15
563000,,,,,,,,,,,,,,,,,,,,,,,,41
555000,,,,,,,,,,,,,,,,,,,,,,,,12
642000,,,,,,,,,,,,,,,,,,,,,,,,65
1300000,,,,,,,,,,,,,,,,,,,,,,,,58
268000,,,,,,,,,,,,,,,,,,,,,,,,35
269900,,,,,,,,,,,,,,,,,,,,,,,,10
520000,,,,,,,,,,,,,,,,,,,,,,,,37
543000,,,,,,,,,,,,,,,,,,,,,,,,22
235000,,,,,,,,,,,,,,,,,,,,,,,,33
360000,,,,,,,,,,,,,,,,,,,,,,,,16
380950,,,,,,,,,,,,,,,,,,,,,,,,32
352000,,,,,,,,,,,,,,,,,,,,,,,,16
926300,,,,,,,,,,,,,,,,,,,,,,,,64
1255000,,,,,,,,,,,,,,,,,,,,,,,,63
725000,,,,,,,,,,,,,,,,,,,,,,,,20
713000,,,,,,,,,,,,,,,,,,,,,,,,23
349900,,,,,,,,,,,,,,,,,,,,,,,,8
975000,,,,,,,,,,,,,,,,,,,,,,,,39
330000,,,,,,,,,,,,,,,,,,,,,,,,37
400000,,,,,,,,,,,,,,,,,,,,,,,,52
310000,,,,,,,,,,,,,,,,,,,,,,,,9
485000,,,,,,,,,,,,,,,,,,,,,,,,47
643000,,,,,,,,,,,,,,,,,,,,,,,,52
605000,,,,,,,,,,,,,,,,,,,,,,,,24
527000,,,,,,,,,,,,,,,,,,,,,,,,32
515000,,,,,,,,,,,,,,,,,,,,,,,,53
225000,,,,,,,,,,,,,,,,,,,,,,,,23
283450,,,,,,,,,,,,,,,,,,,,,,,,2
704300,,,,,,,,,,,,,,,,,,,,,,,,51
270000,,,,,,,,,,,,,,,,,,,,,,,,14
609000,,,,,,,,,,,,,,,,,,,,,,,,31
649000,,,,,,,,,,,,,,,,,,,,,,,,60
830000,,,,,,,,,,,,,,,,,,,,,,,,27
497300,,,,,,,,,,,,,,,,,,,,,,,,20
400000,,,,,,,,,,,,,,,,,,,,,,,,37
182500,,,,,,,,,,,,,,,,,,,,,,,,11
353000,,,,,,,,,,,,,,,,,,,,,,,,50
988830,,,,,,,,,,,,,,,,,,,,,,,,56
329950,,,,,,,,,,,,,,,,,,,,,,,,12
228000,,,,,,,,,,,,,,,,,,,,,,,,4
220000,,,,,,,,,,,,,,,,,,,,,,,,11
315000,,,,,,,,,,,,,,,,,,,,,,,,19
470000,,,,,,,,,,,,,,,,,,,,,,,,24
349000,,,,,,,,,,,,,,,,,,,,,,,,35
549900,,,,,,,,,,,,,,,,,,,,,,,,20
249950,,,,,,,,,,,,,,,,,,,,,,,,9
375000,,,,,,,,,,,,,,,,,,,,,,,,24
350000,,,,,,,,,,,,,,,,,,,,,,,,15
1580000,,,,,,,,,,,,,,,,,,,,,,,,63
385000,,,,,,,,,,,,,,,,,,,,,,,,18
317500,,,,,,,,,,,,,,,,,,,,,,,,50
430000,,,,,,,,,,,,,,,,,,,,,,,,54
135000,,,,,,,,,,,,,,,,,,,,,,,,16
271310,,,,,,,,,,,,,,,,,,,,,,,,51
569950,,,,,,,,,,,,,,,,,,,,,,,,48
725000,,,,,,,,,,,,,,,,,,,,,,,,57
515000,,,,,,,,,,,,,,,,,,,,,,,,51
320000,,,,,,,,,,,,,,,,,,,,,,,,51
266000,,,,,,,,,,,,,,,,,,,,,,,,7
370000,,,,,,,,,,,,,,,,,,,,,,,,43
482500,,,,,,,,,,,,,,,,,,,,,,,,32
745000,,,,,,,,,,,,,,,,,,,,,,,,25
445000,,,,,,,,,,,,,,,,,,,,,,,,23
1225000,,,,,,,,,,,,,,,,,,,,,,,,67
325000,,,,,,,,,,,,,,,,,,,,,,,,17
619000,,,,,,,,,,,,,,,,,,,,,,,,38
279000,,,,,,,,,,,,,,,,,,,,,,,,17
152000,,,,,,,,,,,,,,,,,,,,,,,,10
164950,,,,,,,,,,,,,,,,,,,,,,,,33
677500,,,,,,,,,,,,,,,,,,,,,,,,48
1185000,,,,,,,,,,,,,,,,,,,,,,,,67
520000,,,,,,,,,,,,,,,,,,,,,,,,46
265000,,,,,,,,,,,,,,,,,,,,,,,,2
530000,,,,,,,,,,,,,,,,,,,,,,,,49
476000,,,,,,,,,,,,,,,,,,,,,,,,31
245000,,,,,,,,,,,,,,,,,,,,,,,,7
655000,,,,,,,,,,,,,,,,,,,,,,,,24
433000,,,,,,,,,,,,,,,,,,,,,,,,33
302000,,,,,,,,,,,,,,,,,,,,,,,,18
509900,,,,,,,,,,,,,,,,,,,,,,,,56
251000,,,,,,,,,,,,,,,,,,,,,,,,13
267500,,,,,,,,,,,,,,,,,,,,,,,,9
326989,,,,,,,,,,,,,,,,,,,,,,,,21
275000,,,,,,,,,,,,,,,,,,,,,,,,5
291000,,,,,,,,,,,,,,,,,,,,,,,,43
552500,,,,,,,,,,,,,,,,,,,,,,,,40
767500,,,,,,,,,,,,,,,,,,,,,,,,43
873000,,,,,,,,,,,,,,,,,,,,,,,,46
670000,,,,,,,,,,,,,,,,,,,,,,,,63
1289000,,,,,,,,,,,,,,,,,,,,,,,,58
300000,,,,,,,,,,,,,,,,,,,,,,,,23
585000,,,,,,,,,,,,,,,,,,,,,,,,62
355000,,,,,,,,,,,,,,,,,,,,,,,,27
395000,,,,,,,,,,,,,,,,,,,,,,,,43
275000,,,,,,,,,,,,,,,,,,,,,,,,29
352500,,,,,,,,,,,,,,,,,,,,,,,,16
552500,,,,,,,,,,,,,,,,,,,,,,,,20
885000,,,,,,,,,,,,,,,,,,,,,,,,39
830000,,,,,,,,,,,,,,,,,,,,,,,,60
315000,,,,,,,,,,,,,,,,,,,,,,,,10
515000,,,,,,,,,,,,,,,,,,,,,,,,42
915000,,,,,,,,,,,,,,,,,,,,,,,,62
1200000,,,,,,,,,,,,,,,,,,,,,,,,40
840000,,,,,,,,,,,,,,,,,,,,,,,,62
325000,,,,,,,,,,,,,,,,,,,,,,,,8
757000,,,,,,,,,,,,,,,,,,,,,,,,49
225800,,,,,,,,,,,,,,,,,,,,,,,,9
685000,,,,,,,,,,,,,,,,,,,,,,,,54
420000,,,,,,,,,,,,,,,,,,,,,,,,47
435000,,,,,,,,,,,,,,,,,,,,,,,,37
296500,,,,,,,,,,,,,,,,,,,,,,,,27
846450,,,,,,,,,,,,,,,,,,,,,,,,49
880000,,,,,,,,,,,,,,,,,,,,,,,,61
745000,,,,,,,,,,,,,,,,,,,,,,,,59
335000,,,,,,,,,,,,,,,,,,,,,,,,26
329950,,,,,,,,,,,,,,,,,,,,,,,,7
345000,,,,,,,,,,,,,,,,,,,,,,,,18
190000,,,,,,,,,,,,,,,,,,,,,,,,7
625000,,,,,,,,,,,,,,,,,,,,,,,,43
243000,,,,,,,,,,,,,,,,,,,,,,,,11
299000,,,,,,,,,,,,,,,,,,,,,,,,5
1112500,,,,,,,,,,,,,,,,,,,,,,,,58
376000,,,,,,,,,,,,,,,,,,,,,,,,49
352800,,,,,,,,,,,,,,,,,,,,,,,,16
1350000,,,,,,,,,,,,,,,,,,,,,,,,36
540000,,,,,,,,,,,,,,,,,,,,,,,,53
410000,,,,,,,,,,,,,,,,,,,,,,,,32
430000,,,,,,,,,,,,,,,,,,,,,,,,31
913000,,,,,,,,,,,,,,,,,,,,,,,,43
305495,,,,,,,,,,,,,,,,,,,,,,,,35
1150000,,,,,,,,,,,,,,,,,,,,,,,,60
390000,,,,,,,,,,,,,,,,,,,,,,,,14
495500,,,,,,,,,,,,,,,,,,,,,,,,35
415000,,,,,,,,,,,,,,,,,,,,,,,,7
330000,,,,,,,,,,,,,,,,,,,,,,,,23
682000,,,,,,,,,,,,,,,,,,,,,,,,55
480000,,,,,,,,,,,,,,,,,,,,,,,,53
434000,,,,,,,,,,,,,,,,,,,,,,,,37
347000,,,,,,,,,,,,,,,,,,,,,,,,34
664950,,,,,,,,,,,,,,,,,,,,,,,,66
399950,,,,,,,,,,,,,,,,,,,,,,,,14
457000,,,,,,,,,,,,,,,,,,,,,,,,22
525000,,,,,,,,,,,,,,,,,,,,,,,,24
735000,,,,,,,,,,,,,,,,,,,,,,,,58
155000,,,,,,,,,,,,,,,,,,,,,,,,8
205000,,,,,,,,,,,,,,,,,,,,,,,,16
937500,,,,,,,,,,,,,,,,,,,,,,,,38
671500,,,,,,,,,,,,,,,,,,,,,,,,62
565000,,,,,,,,,,,,,,,,,,,,,,,,60
273000,,,,,,,,,,,,,,,,,,,,,,,,14
228900,,,,,,,,,,,,,,,,,,,,,,,,33
188000,,,,,,,,,,,,,,,,,,,,,,,,7
290000,,,,,,,,,,,,,,,,,,,,,,,,16
345000,,,,,,,,,,,,,,,,,,,,,,,,4
350000,,,,,,,,,,,,,,,,,,,,,,,,21
325000,,,,,,,,,,,,,,,,,,,,,,,,24
939000,,,,,,,,,,,,,,,,,,,,,,,,39
706000,,,,,,,,,,,,,,,,,,,,,,,,56
335000,,,,,,,,,,,,,,,,,,,,,,,,21
2574000,,,,,,,,,,,,,,,,,,,,,,,,60
779380,,,,,,,,,,,,,,,,,,,,,,,,53
667000,,,,,,,,,,,,,,,,,,,,,,,,53
550000,,,,,,,,,,,,,,,,,,,,,,,,34
319000,,,,,,,,,,,,,,,,,,,,,,,,55
359000,,,,,,,,,,,,,,,,,,,,,,,,33
285900,,,,,,,,,,,,,,,,,,,,,,,,3
575000,,,,,,,,,,,,,,,,,,,,,,,,52
447500,,,,,,,,,,,,,,,,,,,,,,,,5
1810000,,,,,,,,,,,,,,,,,,,,,,,,69
450000,,,,,,,,,,,,,,,,,,,,,,,,51
749000,,,,,,,,,,,,,,,,,,,,,,,,59
781500,,,,,,,,,,,,,,,,,,,,,,,,35
385000,,,,,,,,,,,,,,,,,,,,,,,,36
972800,,,,,,,,,,,,,,,,,,,,,,,,35
140000,,,,,,,,,,,,,,,,,,,,,,,,12
292000,,,,,,,,,,,,,,,,,,,,,,,,10
349950,,,,,,,,,,,,,,,,,,,,,,,,27
482500,,,,,,,,,,,,,,,,,,,,,,,,56
730000,,,,,,,,,,,,,,,,,,,,,,,,34
410000,,,,,,,,,,,,,,,,,,,,,,,,60
404500,,,,,,,,,,,,,,,,,,,,,,,,47
491234,,,,,,,,,,,,,,,,,,,,,,,,49
375000,,,,,,,,,,,,,,,,,,,,,,,,16
382000,,,,,,,,,,,,,,,,,,,,,,,,42
1379900,,,,,,,,,,,,,,,,,,,,,,,,36
754999,,,,,,,,,,,,,,,,,,,,,,,,59
320000,,,,,,,,,,,,,,,,,,,,,,,,19
234000,,,,,,,,,,,,,,,,,,,,,,,,11
257500,,,,,,,,,,,,,,,,,,,,,,,,4
250000,,,,,,,,,,,,,,,,,,,,,,,,1
865000,,,,,,,,,,,,,,,,,,,,,,,,64
527500,,,,,,,,,,,,,,,,,,,,,,,,66
1025000,,,,,,,,,,,,,,,,,,,,,,,,43
1185000,,,,,,,,,,,,,,,,,,,,,,,,63
650000,,,,,,,,,,,,,,,,,,,,,,,,53
595000,,,,,,,,,,,,,,,,,,,,,,,,25
489000,,,,,,,,,,,,,,,,,,,,,,,,47
392800,,,,,,,,,,,,,,,,,,,,,,,,47
689000,,,,,,,,,,,,,,,,,,,,,,,,62
1475000,,,,,,,,,,,,,,,,,,,,,,,,66
180000,,,,,,,,,,,,,,,,,,,,,,,,20
1565000,,,,,,,,,,,,,,,,,,,,,,,,40
700000,,,,,,,,,,,,,,,,,,,,,,,,39
343000,,,,,,,,,,,,,,,,,,,,,,,,15
287600,,,,,,,,,,,,,,,,,,,,,,,,5
610000,,,,,,,,,,,,,,,,,,,,,,,,56
537000,,,,,,,,,,,,,,,,,,,,,,,,52
324000,,,,,,,,,,,,,,,,,,,,,,,,22
305000,,,,,,,,,,,,,,,,,,,,,,,,13
356000,,,,,,,,,,,,,,,,,,,,,,,,35
255000,,,,,,,,,,,,,,,,,,,,,,,,11
700000,,,,,,,,,,,,,,,,,,,,,,,,55
1150000,,,,,,,,,,,,,,,,,,,,,,,,47
623000,,,,,,,,,,,,,,,,,,,,,,,,68
185000,,,,,,,,,,,,,,,,,,,,,,,,11
1568000,,,,,,,,,,,,,,,,,,,,,,,,67
490000,,,,,,,,,,,,,,,,,,,,,,,,36
458000,,,,,,,,,,,,,,,,,,,,,,,,29
1555000,,,,,,,,,,,,,,,,,,,,,,,,70
330000,,,,,,,,,,,,,,,,,,,,,,,,12
615000,,,,,,,,,,,,,,,,,,,,,,,,46
579500,,,,,,,,,,,,,,,,,,,,,,,,41
399950,,,,,,,,,,,,,,,,,,,,,,,,27
439990,,,,,,,,,,,,,,,,,,,,,,,,29
198000,,,,,,,,,,,,,,,,,,,,,,,,5
410000,,,,,,,,,,,,,,,,,,,,,,,,20
424950,,,,,,,,,,,,,,,,,,,,,,,,37
680000,,,,,,,,,,,,,,,,,,,,,,,,53
580000,,,,,,,,,,,,,,,,,,,,,,,,31
240000,,,,,,,,,,,,,,,,,,,,,,,,29
702000,,,,,,,,,,,,,,,,,,,,,,,,56
360000,,,,,,,,,,,,,,,,,,,,,,,,20
305000,,,,,,,,,,,,,,,,,,,,,,,,29
305000,,,,,,,,,,,,,,,,,,,,,,,,55
1295000,,,,,,,,,,,,,,,,,,,,,,,,56
317000,,,,,,,,,,,,,,,,,,,,,,,,18
410000,,,,,,,,,,,,,,,,,,,,,,,,46
155000,,,,,,,,,,,,,,,,,,,,,,,,19
335606,,,,,,,,,,,,,,,,,,,,,,,,17
547000,,,,,,,,,,,,,,,,,,,,,,,,32
312500,,,,,,,,,,,,,,,,,,,,,,,,43
1149000,,,,,,,,,,,,,,,,,,,,,,,,60
252500,,,,,,,,,,,,,,,,,,,,,,,,23
158000,,,,,,,,,,,,,,,,,,,,,,,,2
730000,,,,,,,,,,,,,,,,,,,,,,,,62
405000,,,,,,,,,,,,,,,,,,,,,,,,18
442500,,,,,,,,,,,,,,,,,,,,,,,,18
324950,,,,,,,,,,,,,,,,,,,,,,,,44
450000,,,,,,,,,,,,,,,,,,,,,,,,50
610950,,,,,,,,,,,,,,,,,,,,,,,,43
521000,,,,,,,,,,,,,,,,,,,,,,,,48
255000,,,,,,,,,,,,,,,,,,,,,,,,27
465000,,,,,,,,,,,,,,,,,,,,,,,,8
210000,,,,,,,,,,,,,,,,,,,,,,,,20
382000,,,,,,,,,,,,,,,,,,,,,,,,16
406000,,,,,,,,,,,,,,,,,,,,,,,,47
279900,,,,,,,,,,,,,,,,,,,,,,,,14
320000,,,,,,,,,,,,,,,,,,,,,,,,35
205000,,,,,,,,,,,,,,,,,,,,,,,,8
797000,,,,,,,,,,,,,,,,,,,,,,,,52
210000,,,,,,,,,,,,,,,,,,,,,,,,48
423000,,,,,,,,,,,,,,,,,,,,,,,,19
552500,,,,,,,,,,,,,,,,,,,,,,,,25
